"","AAGE","F_ACLSWKR","F_EDUCATION","F_STATUSMARIT","F_AMJIND","F_AMJOCC","F_RACE","F_ORIGIN","F_ASEX","F_AWKSTAT","F_FILESTATUS","F_HHDFMX","F_HHDREL","MARSUPWT","CHILDS","F_CONBIRTHFATH","F_CONBIRTHMOTH","F_PENATVTY","F_PRCITSHP","WKSWORKYEAR","TARGET"
"94",38,"Private","Less_than_1st_grade","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Nonfiler","Child_18+_never_marr_Not_in_a_subfamily","Child_18_or_older",2243.77,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"95",7,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",2882.4,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"96",49,"State_government","11th_grade","Married-civilian_spouse_present","Transportation","Adm_support_including_clerical","White","Mexican-American","Male","Children_or_Armed_Forces","Joint_both_under_65","Householder","Householder",958.8,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"97",76,"Private","Doctorate_degree(PhD_EdD)","Married-civilian_spouse_present","Education","Executive_admin_and_managerial","White","All_other","Male","Children_or_Armed_Forces","Joint_both_65+","Spouse_of_householder","Spouse_of_householder",1897.64,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",26,"-_50000."
"98",7,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",1353.41,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"99",21,"Private","Some_college_but_no_degree","Never_married","Retail_trade","Executive_admin_and_managerial","White","All_other","Male","Full-time_schedules","Single","Child_18+_never_marr_Not_in_a_subfamily","Child_18_or_older",996.16,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"100",52,"Private","7th_and_8th_grade","Married-civilian_spouse_present","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Not_in_labor_force","Joint_both_under_65","Householder","Householder",2634.31,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"101",34,"Local_government","Bachelors_degree(BA_AB_BS)","Married-civilian_spouse_present","Education","Professional_specialty","White","All_other","Female","Children_or_Armed_Forces","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",1152.47,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",40,"-_50000."
"102",6,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",1117.33,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"103",31,"Private","11th_grade","Married-civilian_spouse_present","Manufacturing-durable_goods","Transportation_and_material_moving","White","Mexican-American","Female","Children_or_Armed_Forces","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",636.85,2,"United-States","United-States","United-States","Native-_Born_in_the_United_States",50,"-_50000."
"104",74,"Private","High_school_graduate","Married-civilian_spouse_present","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Children_or_Armed_Forces","Joint_both_65+","Householder","Householder",2730.77,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"105",0,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","Mexican-American","Male","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",1428.97,0,"Mexico","Mexico","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"106",19,"Private","Some_college_but_no_degree","Never_married","Personal_services_except_private_HH","Other_service","White","All_other","Female","Full-time_schedules","Nonfiler","Child_18+_never_marr_Not_in_a_subfamily","Child_18_or_older",2147.49,3,"United-States","United-States","United-States","Native-_Born_in_the_United_States",4,"-_50000."
"107",15,"Private","7th_and_8th_grade","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",215.84,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"108",4,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","Mexican_(Mexicano)","Female","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",1289.56,0,"Mexico","Mexico","Mexico","Foreign_born-_Not_a_citizen_of_U_S",0,"-_50000."
"109",24,"Private","Bachelors_degree(BA_AB_BS)","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Children_or_Armed_Forces","Nonfiler","Secondary_individual","Nonrelative_of_householder",1208.48,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"110",3,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",454.07,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"111",8,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","Mexican-American","Female","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",2887.5,0,"Mexico","Mexico","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"112",43,"Private","Some_college_but_no_degree","Never_married","Finance_insurance_and_real_estate","Executive_admin_and_managerial","White","All_other","Female","Children_or_Armed_Forces","Single","Nonfamily_householder","Householder",1103.79,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"113",72,"Private","11th_grade","Married-civilian_spouse_present","Not_in_universe_or_children","Adm_support_including_clerical","Black","All_other","Male","Children_or_Armed_Forces","Nonfiler","Householder","Householder",573.79,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"114",68,"Private","Bachelors_degree(BA_AB_BS)","Married-civilian_spouse_present","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Not_in_labor_force","Joint_both_65+","Householder","Householder",1516.05,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"115",39,"Self-employed-not_incorporated","9th_grade","Married-civilian_spouse_present","Construction","Precision_production_craft_&_repair","White","Other_Spanish","Male","Children_or_Armed_Forces","Joint_both_under_65","Householder","Householder",1282.49,1,"Dominican-Republic","Dominican-Republic","Dominican-Republic","Foreign_born-_U_S_citizen_by_naturalization",52,"-_50000."
"116",36,"Private","High_school_graduate","Married-civilian_spouse_present","Manufacturing-durable_goods","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",2700.08,4,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"117",4,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","Mexican_(Mexicano)","Male","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",1570.8,0,"Mexico","Mexico","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"118",38,"Private","1st_2nd_3rd_or_4th_grade","Never_married","Personal_services_except_private_HH","Other_service","White","Central_or_South_American","Female","Children_or_Armed_Forces","Head_of_household","Householder","Householder",272.14,3,"El-Salvador","El-Salvador","El-Salvador","Foreign_born-_U_S_citizen_by_naturalization",20,"-_50000."
"119",71,"Private","Some_college_but_no_degree","Married-civilian_spouse_present","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Not_in_labor_force","Joint_both_65+","Householder","Householder",2172.64,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"120",49,"Private","High_school_graduate","Divorced","Construction","Executive_admin_and_managerial","White","All_other","Male","Children_or_Armed_Forces","Single","Nonfamily_householder","Householder",803.77,3,"United-States","Germany","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"121",2,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",709.9,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"122",45,"Self-employed-incorporated","Prof_school_degree_(MD_DDS_DVM_LLB_JD)","Married-civilian_spouse_present","Other_professional_services","Professional_specialty","White","All_other","Female","Full-time_schedules","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",3497.86,3,"Canada","England","Canada","Foreign_born-_U_S_citizen_by_naturalization",52,"50000+."
"123",5,"Private","Children","Never_married","Not_in_universe_or_children","Other_service","White","Mexican-American","Male","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",1905.6,0,"Mexico","Guatemala","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"124",33,"Private","Associates_degree-academic_program","Never_married","Personal_services_except_private_HH","Other_service","White","All_other","Male","Children_or_Armed_Forces","Single","Nonfamily_householder","Householder",2117.38,6,"Scotland","Scotland","Scotland","Foreign_born-_Not_a_citizen_of_U_S",52,"-_50000."
"125",15,"Never_worked","10th_grade","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","Mexican-American","Male","Children_or_Armed_Forces","Single","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",2288.5,6,"Mexico","Mexico","United-States","Native-_Born_in_the_United_States",6,"-_50000."
"126",62,"Self-employed-not_incorporated","High_school_graduate","Widowed","Transportation","Executive_admin_and_managerial","White","All_other","Female","PT_for_econ_reasons_usually_PT","Single","Nonfamily_householder","Householder",359.51,1,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"127",18,"Private","Some_college_but_no_degree","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Nonfiler","Child_18+_never_marr_Not_in_a_subfamily","Child_18_or_older",1680.95,1,"United-States","United-States","United-States","Native-_Born_in_the_United_States",12,"-_50000."
"128",23,"Private","Bachelors_degree(BA_AB_BS)","Never_married","Retail_trade","Executive_admin_and_managerial","White","All_other","Female","Full-time_schedules","Single","Child_18+_never_marr_Not_in_a_subfamily","Child_18_or_older",1782.93,4,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"129",21,"Private","Some_college_but_no_degree","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","Asian_or_Pacific_Islander","All_other","Male","Children_or_Armed_Forces","Nonfiler","Nonfamily_householder","Householder",1989.51,0,"United-States","United-States","United-States","Foreign_born-_Not_a_citizen_of_U_S",0,"-_50000."
